No Profile Tanggal Jam O3 CO NO2 SO2 NO CO2 VOC PM1 PM2.5 PM4 PM10 TSP TEMP HUM WS WD ISPU Status 
4787 BANDUNG 2019-07-13 01:03:18 9.64 0.28 16.67 9.54 42.855 408.18 252.536 0 0 0 3.35 0 19.6 100 0 12 6 BAIK 
4788 BANDUNG 2019-07-13 01:13:18 10.59 0.26 17.75 16.78 44.751 408.93 252.584 0 0 0 1 0 19.7 100 0.15 12 10 BAIK 
4789 BANDUNG 2019-07-13 01:23:18 6.46 0.28 9.11 13.61 70.54 409.76 252.433 0 0 0 7.86 0 19.6 100 0 12 9 BAIK 
4790 BANDUNG 2019-07-13 01:33:18 7.26 0.31 13.07 12.11 47.027 402.23 252.497 0 0 0 4.24 0 19.6 100 0 12 8 BAIK 
4791 BANDUNG 2019-07-13 01:43:17 9.32 0.3 12.71 11.2 45.889 396.28 252.253 0 0 0 1.22 0 19.7 100 2.1 12 7 BAIK 
4792 BANDUNG 2019-07-13 01:53:17 5.03 0.36 11.27 13.01 42.096 394.11 251.692 0 0 0 8.34 0 19.8 100 0 12 8 BAIK 
4793 BANDUNG 2019-07-13 02:03:17 7.73 0.27 20.26 14.67 49.681 394.32 251.258 0 0 0 12.43 0 19.6 100 0 12 12 BAIK 
4794 BANDUNG 2019-07-13 02:13:18 7.89 0.27 15.05 14.82 50.819 380.67 250.882 0 0 0 6.88 0 19.4 100 0.3 12 9 BAIK 
4795 BANDUNG 2019-07-13 02:23:18 11.39 0.17 11.45 10 51.957 390.44 250.737 0 0 0 0.78 0 17.5 100 0 4 6 BAIK 
4796 BANDUNG 2019-07-13 02:33:17 7.26 0.15 13.79 11.96 45.889 387 250.521 0 0 0 1.9 0 19.6 100 4.125 4 7 BAIK 
4797 BANDUNG 2019-07-13 02:43:17 16.79 0.04 7.67 12.71 62.955 402.55 250.438 0 0 0 9.56 0 19.7 100 1.575 5 10 BAIK 
4798 BANDUNG 2019-07-13 02:53:17 1.85 0.01 12.89 16.78 45.13 398.1 249.892 0 0 0 8.03 0 19.8 100 0.3 4 10 BAIK 
4799 BANDUNG 2019-07-13 03:03:18 3.28 0.09 8.21 12.71 44.751 392.48 249.368 0 0 0 6.43 0 19.7 100 0.975 5 8 BAIK 
4800 BANDUNG 2019-07-13 03:13:18 5.03 0.08 16.13 17.83 73.195 400.98 248.599 0 0 0 7.74 0 19.3 100 2.025 4 11 BAIK 
4801 BANDUNG 2019-07-13 03:23:17 13.61 0.12 15.41 6.53 72.057 395.46 247.3 0 0 0 1.96 0 17.4 90 0 4 6 BAIK 
4802 BANDUNG 2019-07-13 03:33:17 10.59 0.14 16.13 16.33 49.681 404.32 248.198 0 0 0 0.37 0 19.3 100 0.15 4 10 BAIK 
4803 BANDUNG 2019-07-13 03:43:17 8.05 0.11 0.84 13.76 51.957 397.25 247.432 0 0 0 3.47 0 19.3 100 0 4 9 BAIK 
4804 BANDUNG 2019-07-13 03:53:17 8.37 0.12 6.06 13.76 55.37 380.28 249.631 0 0 0 8.82 0 19 100 0 4 9 BAIK 
4805 BANDUNG 2019-07-13 04:03:18 3.92 0.12 10.73 10 61.438 409.93 247.907 0 0 0 2.96 0 19 100 0.225 4 6 BAIK 
4806 BANDUNG 2019-07-13 04:13:18 9.32 0.12 14.51 13.61 49.302 395.43 249.698 0 0 0 3.9 0 18.8 100 0 4 9 BAIK 
4807 BANDUNG 2019-07-13 04:23:17 3.28 0.11 12.17 17.68 50.44 400.21 249.178 0 0 0 2.09 0 18.5 100 0 4 11 BAIK 
4808 BANDUNG 2019-07-13 04:33:17 5.51 0.1 16.49 17.23 23.134 407.36 248.023 0 0 0 9.85 0 18.3 100 0 4 11 BAIK 
4809 BANDUNG 2019-07-13 04:43:17 5.35 0.1 9.29 15.87 65.989 395.1 247.51 0 0 0 0.57 0 18.1 100 0.225 4 10 BAIK 
4810 BANDUNG 2019-07-13 04:53:18 11.07 0.1 12.53 17.23 52.715 388.42 246.845 0 0 0 9.57 0 18.4 100 0.15 4 11 BAIK 
4811 BANDUNG 2019-07-13 05:03:18 8.53 0.1 13.79 17.98 54.232 380.92 246.155 0 0 0 2.48 0 18.1 100 0.15 4 11 BAIK 
4812 BANDUNG 2019-07-13 05:13:18 5.51 0.05 12.35 15.87 50.819 400.13 246.423 0 0 0 2.32 0 16.1 97.3 0.15 4 10 BAIK 
4813 BANDUNG 2019-07-13 05:23:17 6.94 0.03 18.46 15.27 48.164 405.87 246.581 0 0 0 16.49 0 18.1 100 0 4 16 BAIK 
4814 BANDUNG 2019-07-13 05:33:17 5.03 0.03 11.81 17.23 48.923 388.45 246.615 0 0 0 9.28 0 18.2 100 0 4 11 BAIK 
4815 BANDUNG 2019-07-13 05:43:18 7.42 0.1 12.17 24.46 52.715 409.43 247.76 0 0 0 2.06 0 18 100 0.15 4 15 BAIK 
4816 BANDUNG 2019-07-13 05:53:18 2.65 0.06 14.15 13.76 49.302 393.15 248.678 0 0 0 8.95 0 17.9 100 0.15 4 9 BAIK 
4817 BANDUNG 2019-07-13 06:03:19 8.37 0.06 12.17 15.87 54.612 389.68 247.991 0 0 0 1.28 0 18 100 0.225 4 10 BAIK 
4818 BANDUNG 2019-07-13 06:13:17 12.66 0.08 15.71 17.08 52.336 407.69 246.753 0 0 0 8.55 0 17.7 100 0 4 11 BAIK 
4819 BANDUNG 2019-07-13 06:23:17 11.55 0.2 9.47 13.01 45.889 404.99 246.656 0 0 0 5.22 0 18 100 0.225 4 8 BAIK 
4820 BANDUNG 2019-07-13 06:33:18 3.13 0.3 12.35 9.24 84.572 407.95 248.227 0 0 0 0.31 0 17.7 80 0 4 6 BAIK 
4821 BANDUNG 2019-07-13 06:43:18 15.36 0.25 13.97 14.52 42.855 380.05 247.3 0 0 0 3.47 0 18.2 100 0 4 9 BAIK 
4822 BANDUNG 2019-07-13 06:53:17 0.58 0.33 17.39 14.97 38.683 382.64 248.899 0 0 0 12.81 0 18.7 100 0 4 13 BAIK 
4823 BANDUNG 2019-07-13 07:03:17 11.39 0.25 18.64 14.37 46.647 403.69 247.928 0 0 0 9.37 0 19.2 95.6 0 4 9 BAIK 
4824 BANDUNG 2019-07-13 07:13:17 11.55 0.18 12.35 12.71 53.474 392.86 247.448 0 0 0 15.26 0 19.7 92.9 0.075 4 15 BAIK 
4825 BANDUNG 2019-07-13 07:23:18 6.94 0.17 15.59 9.09 52.715 392.56 247.904 0 0 0 4.3 0 19.9 91.9 0.45 4 6 BAIK 
4826 BANDUNG 2019-07-13 07:33:18 11.86 0.16 17.93 10 53.853 399.95 247.723 0 0 0 1.84 0 21.1 85.5 2.7 4 6 BAIK 
4827 BANDUNG 2019-07-13 07:43:17 3.13 0.12 14.87 13.91 44.751 389.28 248.82 0 0 0 4.87 0 19.1 83.9 1.875 5 9 BAIK 
4828 BANDUNG 2019-07-13 07:53:17 2.65 0.19 14.69 7.74 46.647 383.77 248.362 0 0 0 2.98 0 21.5 81.6 1.35 5 5 BAIK 
4829 BANDUNG 2019-07-13 08:03:17 10.43 0.19 18.11 11.65 44.751 386.19 246.994 0 0 0 4.04 0 22.3 78.7 1.125 6 7 BAIK 
4830 BANDUNG 2019-07-13 08:13:17 5.99 0.17 19.36 9.85 47.027 403.22 245.69 0 0 0 1.53 0 23.1 75.3 1.05 4 6 BAIK 
4831 BANDUNG 2019-07-13 08:23:18 9.96 0.09 20.62 12.11 42.855 389.67 248.501 0 0 0 3.32 0 24 70.4 2.85 4 8 BAIK 
4832 BANDUNG 2019-07-13 08:33:17 2.17 0.08 12.17 11.2 40.2 380.6 250.16 0 0 0 5.47 0 23.8 70.6 0.45 2 7 BAIK 
4833 BANDUNG 2019-07-13 08:43:17 4.56 0.1 15.59 9.85 51.198 408.18 249.225 0 0 0 5.54 0 24.2 67.3 4.65 3 6 BAIK 
4834 BANDUNG 2019-07-13 19:53:28 11.39 0.07 15.59 13.01 44.751 388.27 248.389 25.6 32.2 38 45.3 45.3 23.4 71.7 7.125 4 45 BAIK 
4835 BANDUNG 2019-07-13 20:03:17 9.8 0.03 21.34 10.6 47.027 398.7 247.687 0 0 0 0.4 0 21 71.7 3.975 5 7 BAIK 
4836 BANDUNG 2019-07-13 20:13:17 10.28 0.01 16.67 10 68.644 386.24 248.241 0 0 0 3.82 0 23.2 72.2 0.6 6 6 BAIK 
4837 BANDUNG 2019-07-13 20:23:17 12.5 0.01 17.75 15.57 13.653 382.66 248.278 0 0 0 8.35 0 23.2 70.9 0 5 10 BAIK 
4838 BANDUNG 2019-07-13 20:33:17 7.26 0.03 6.59 14.37 10.998 392.88 248.018 0 0 0 1.77 0 23.1 70.7 9.6 5 9 BAIK 
4839 BANDUNG 2019-07-13 20:43:17 6.94 0.05 12.35 14.97 50.44 388.1 247.037 0 0 0 6.44 0 23 70.2 2.25 5 9 BAIK 
4840 BANDUNG 2019-07-13 20:53:17 2.01 0.14 6.24 11.96 39.442 401.33 246.529 0 0 0 2.61 0 22.8 62.8 2.85 5 7 BAIK 
4841 BANDUNG 2019-07-13 21:03:17 6.78 0.1 16.31 13.01 52.336 385.29 244.922 0 0 0 4.77 0 22.6 70.7 0.75 5 8 BAIK 
4842 BANDUNG 2019-07-13 21:13:17 5.93 0.06 6.95 14.67 42.096 409.43 247.017 0 0 0 13.61 0 22.4 71.4 0.525 4 14 BAIK 
4843 BANDUNG 2019-07-13 21:23:17 5.19 0.05 8.21 9.39 49.302 389.69 244.316 0 0 0 7.77 0 22.3 71.6 0.525 3 8 BAIK 
4844 BANDUNG 2019-07-13 21:33:17 9.16 0 16.85 19.64 44.751 407.15 248.538 0 0 0 7.69 0 22.2 72.5 0.6 4 12 BAIK 
4845 BANDUNG 2019-07-13 21:43:20 5.83 0.09 2.1 17.53 37.166 390.29 249.293 0 0 0 6.16 0 22 72.8 1.725 5 11 BAIK 
4846 BANDUNG 2019-07-13 21:53:16 28.66 0.05 14.27 3.72 48.923 391.37 248.31 0 0 0 2.13 0 22 72.8 2.925 5 12 BAIK 
4847 BANDUNG 2019-07-13 22:03:16 8.21 0.03 6.77 7.43 50.819 388.55 248.943 0 0 0 9.92 0 21.9 65.7 0.15 4 10 BAIK 
4848 BANDUNG 2019-07-13 22:13:17 6.78 0.06 12.71 16.17 46.647 380.32 247.744 0 0 0 6.19 0 21.8 72.7 4.725 4 10 BAIK 
4849 BANDUNG 2019-07-13 22:23:17 8.69 0.21 5.52 17.08 15.17 384.03 248.496 0 0 0 3.63 0 21.7 73 3.525 4 11 BAIK 
4850 BANDUNG 2019-07-13 22:33:17 10.28 0.08 13.91 5.63 42.096 397.13 247.759 0 0 0 2.87 0 21.5 74 3.15 4 4 BAIK 
4851 BANDUNG 2019-07-13 22:43:16 7.89 0.16 10.73 18.89 45.889 400.29 248.987 0 0 0 0.83 0 21.4 74 4.425 5 12 BAIK 
4852 BANDUNG 2019-07-13 22:53:16 8.21 0.11 15.23 12.26 49.302 405.95 248.881 0 0 0 4.67 0 21.3 74 2.4 5 8 BAIK 
4853 BANDUNG 2019-07-13 23:03:21 2.33 0.07 13.07 19.49 50.061 387.69 249.488 0 0 0 2.72 0 21.1 74.4 4.2 4 12 BAIK 
4854 BANDUNG 2019-07-13 23:13:18 6.46 0.23 7.85 17.08 42.855 380.77 248.332 0 0 0 3.59 0 18.9 74.3 0.075 4 11 BAIK 
4855 BANDUNG 2019-07-13 23:23:17 7.89 0.08 13.61 14.82 53.095 409.66 248.835 0 0 0 4.34 0 18.8 74.7 0.6 4 9 BAIK 
4856 BANDUNG 2019-07-13 23:33:16 6.3 0.19 10.19 10.45 54.232 383.05 247.338 0 0 0 11.18 0 20.9 74.3 4.275 4 11 BAIK 
4857 BANDUNG 2019-07-13 23:43:16 4.71 0.21 19 18.59 45.889 398.95 248.652 0 0 0 6.31 0 20.9 74.2 0.825 4 12 BAIK 
4858 BANDUNG 2019-07-13 23:53:16 9.48 0.14 13.97 17.38 48.164 389.94 248.166 0 0 0 1.22 0 21 74 0.075 4 11 BAIK 
4859 BANDUNG 2019-07-14 00:03:17 14.09 0.17 15.41 17.68 45.51 395.8 247.3 0 0 0 3.61 0 20.9 74.9 0 4 11 BAIK 
4860 BANDUNG 2019-07-14 00:13:17 11.39 0.19 16.85 17.23 44.751 409.59 244.465 0 0 0 12.37 0 20.7 75.8 0.225 4 12 BAIK 
4861 BANDUNG 2019-07-14 00:23:16 10.59 0.06 21.34 16.33 48.923 382.22 245.495 0 0 0 3.76 0 20.5 77.2 0.3 4 10 BAIK 
4862 BANDUNG 2019-07-14 00:33:16 7.42 0.1 12.17 16.78 48.923 406.4 247.573 0 0 0 0.92 0 20.6 76.7 2.7 5 10 BAIK 
4863 BANDUNG 2019-07-14 00:43:16 7.26 0.07 12.53 22.2 48.544 385.32 249.188 0 0 0 3.43 0 20.4 76.7 0.6 5 14 BAIK 
4864 BANDUNG 2019-07-14 00:53:17 9.16 0.09 10.01 16.63 43.234 383.25 248.915 0 0 0 3.32 0 20.4 76.1 0.825 5 10 BAIK 
4865 BANDUNG 2019-07-14 01:03:17 1.54 0.1 11.99 8.49 54.232 384.97 249.019 0 0 0 1.8 0 20.3 76.1 0.525 5 5 BAIK 
4866 BANDUNG 2019-07-14 01:13:17 2.01 0.07 21.88 15.72 51.578 396.6 249.171 0 0 0 10.11 0 20.1 77.1 0.6 5 10 BAIK 
4867 BANDUNG 2019-07-14 01:23:16 9.8 0.15 11.99 17.53 56.129 386.6 244.021 0 0 0 3.07 0 19.8 78 1.95 5 11 BAIK 
4868 BANDUNG 2019-07-14 01:33:16 10.43 0.08 8.03 8.34 48.923 395.15 248.856 0 0 0 0.73 0 19.6 78.7 0.3 5 5 BAIK 
4869 BANDUNG 2019-07-14 01:43:16 5.67 0.14 20.26 19.19 52.336 400.75 248.499 0 0 0 5.48 0 19.7 77.7 5.1 5 12 BAIK 
4870 BANDUNG 2019-07-14 01:53:17 3.13 0.1 12.71 16.17 50.44 397.43 250.679 0 0 0 0.72 0 19.6 78 0.6 5 10 BAIK 
4871 BANDUNG 2019-07-14 02:03:17 7.1 0.08 13.07 16.33 51.957 404.48 249.544 0 0 0 8.26 0 19.4 78.6 1.05 5 10 BAIK 
4872 BANDUNG 2019-07-14 02:13:17 7.42 0.11 14.87 16.93 47.406 409.92 249.021 0 0 0 3.4 0 18.9 82 0.75 5 11 BAIK 
4873 BANDUNG 2019-07-14 02:23:16 3.28 0.1 18.82 21.15 46.647 405.77 249.147 0 0 0 19.1 0 18.7 83.8 0.375 5 19 BAIK 
4874 BANDUNG 2019-07-14 02:33:16 5.19 0.12 17.57 18.13 49.302 406.85 248.089 0 0 0 11.25 0 18.5 85.6 1.05 5 11 BAIK 
4875 BANDUNG 2019-07-14 02:43:17 5.19 0.09 10.37 11.35 53.474 382.24 248.437 0 0 0 1.22 0 18.3 86.7 1.65 5 7 BAIK 
4876 BANDUNG 2019-07-14 02:53:17 2.01 0.08 17.75 19.04 46.268 404.65 247.811 0 0 0 5.09 0 18.3 87.7 0.075 5 12 BAIK 
4877 BANDUNG 2019-07-14 03:03:17 9.16 0.07 3.18 14.97 38.683 406.86 247.239 0 0 0 7.73 0 16.3 89.5 0 5 9 BAIK 
4878 BANDUNG 2019-07-14 03:13:16 10.28 0.05 10.19 14.22 49.681 400.07 247.374 0 0 0 3.97 0 18.4 87 0.075 5 9 BAIK 
4879 BANDUNG 2019-07-14 03:23:16 8.37 0.11 4.26 14.97 50.44 403.13 247.201 0 0 0 9.39 0 18.9 83.1 0 5 9 BAIK 
4880 BANDUNG 2019-07-14 03:33:17 7.1 0.13 7.85 17.83 51.198 381.08 248.248 0 0 0 2.98 0 18.7 84.2 3.9 5 11 BAIK 
4881 BANDUNG 2019-07-14 03:43:17 0.74 0.1 21.34 14.22 52.336 400.7 245.829 0 0 0 4.38 0 18.5 84.2 0.075 5 9 BAIK 
4882 BANDUNG 2019-07-14 03:53:17 10.28 0.17 14.33 19.34 56.887 397.53 247.31 0 0 0 8.49 0 18.1 87.2 0.075 5 12 BAIK 
4883 BANDUNG 2019-07-14 04:03:16 6.94 0.16 11.45 21.15 47.027 393.97 248.364 0 0 0 9.75 0 18.3 86.4 0.15 5 13 BAIK 
4884 BANDUNG 2019-07-14 04:13:16 8.69 0.17 17.57 19.49 51.578 386.65 246.158 0 0 0 9.12 0 18 86.9 0 5 12 BAIK 
4885 BANDUNG 2019-07-14 04:23:17 6.62 0.18 11.09 20.09 51.957 407.34 245.633 0 0 0 5.43 0 17.9 88.2 0.3 5 13 BAIK 
4886 BANDUNG 2019-07-14 04:33:17 7.1 0.14 10.01 19.34 50.061 396.18 246.815 0 0 0 2.52 0 17.7 89.9 0 5 12 BAIK 
4887 BANDUNG 2019-07-14 04:43:17 12.18 0.15 28.72 14.67 50.44 398.49 244.643 0 0 0 2.5 0 16 90.4 0.075 5 9 BAIK 
4888 BANDUNG 2019-07-14 04:53:16 7.73 0.1 12.53 16.78 51.578 393.01 245.102 0 0 0 11.69 0 17.1 93.5 0 5 12 BAIK 
4889 BANDUNG 2019-07-14 05:03:16 7.1 0.09 8.57 18.59 42.476 383.38 251.661 0 0 0 1.6 0 17.2 92.7 0.15 5 12 BAIK 
4890 BANDUNG 2019-07-14 05:13:16 8.37 0 10.73 16.93 47.027 379.35 251.881 0 0 0 8.16 0 17.6 92.5 0 5 11 BAIK 
4891 BANDUNG 2019-07-14 05:23:17 12.34 0.06 10.37 18.74 45.13 385.22 251.558 0 0 0 3.56 0 16.9 85.9 0 5 12 BAIK 
4892 BANDUNG 2019-07-14 05:33:17 9 0.02 8.93 15.27 54.991 398.5 251.232 0 0 0 1.15 0 17.3 92.3 0 5 10 BAIK 
4893 BANDUNG 2019-07-14 05:43:16 5.35 0.07 9.29 10.9 43.993 397.49 251.007 0 0 0 15.97 0 17.3 83.6 0 5 16 BAIK 
4894 BANDUNG 2019-07-14 05:53:16 10.28 0.04 12.35 16.78 60.3 395.61 251.096 0 0 0 0.19 0 17.1 93.9 0 5 10 BAIK 
4895 BANDUNG 2019-07-14 06:03:16 7.42 0.09 16.13 20.24 65.231 398.32 250.536 0 0 0 5 0 17.1 95.4 0.15 5 13 BAIK 
4896 BANDUNG 2019-07-14 06:13:16 5.83 0.17 11.45 15.87 47.406 379.18 250.563 0 0 0 11.42 0 16.8 97 0.075 5 11 BAIK 
4897 BANDUNG 2019-07-14 06:23:17 4.08 0.29 11.81 16.17 42.476 379.99 250.089 0 0 0 2.83 0 16.8 88.2 0 5 10 BAIK 
4898 BANDUNG 2019-07-14 06:33:17 5.99 0.21 12.35 17.08 50.061 381.45 250.088 0 0 0 1.86 0 17.5 92.5 0 5 11 BAIK 
4899 BANDUNG 2019-07-14 06:43:16 18.06 0.19 13.43 15.42 44.372 382.05 249.647 0 0 0 3.52 0 18 89.2 0 5 10 BAIK 
4900 BANDUNG 2019-07-14 06:53:16 3.28 0.36 13.61 16.48 39.821 383.99 248.619 0 0 0 9.42 0 18.3 77.7 0 5 10 BAIK 
4901 BANDUNG 2019-07-14 07:03:16 7.57 0.18 9.47 16.63 45.13 406.65 249.019 0 0 0 3.5 0 18.6 85 0 5 10 BAIK 
4902 BANDUNG 2019-07-14 07:13:16 6.14 0.15 13.25 16.02 39.821 383.29 249.031 0 0 0 13.99 0 18.9 83 0.975 5 14 BAIK 
4903 BANDUNG 2019-07-14 07:23:17 5.03 0.1 15.95 12.71 41.717 393.85 246.835 0 0 0 4.49 0 18.9 73.2 0 5 8 BAIK 
4904 BANDUNG 2019-07-14 07:33:17 2.01 0.22 10.37 12.71 52.715 398.02 248.741 0 0 0 6.37 0 20.5 73.5 0.075 5 8 BAIK 
4905 BANDUNG 2019-07-14 07:43:17 11.07 0.06 20.98 16.78 48.164 389.84 249.038 0 0 0 12.13 0 20.9 62.1 0.075 5 12 BAIK 
4906 BANDUNG 2019-07-14 07:53:17 0.85 0.09 8.39 13.91 50.819 395.25 249.423 0 0 0 1.85 0 21.5 60.1 3.75 5 9 BAIK 
4907 BANDUNG 2019-07-14 08:03:17 12.5 0.07 22.24 10.9 36.787 383.65 248.313 0 0 0 0.72 0 19.5 65.1 2.925 6 7 BAIK 
4908 BANDUNG 2019-07-14 08:13:16 15.36 0.06 22.78 7.89 39.442 399.7 248.618 0 0 0 0.53 0 22.1 63.1 0.75 6 6 BAIK 
4909 BANDUNG 2019-07-14 08:23:17 8.53 0.03 19.9 5.02 48.923 405.15 248.269 0 0 0 4.44 0 22.5 60.8 0 5 4 BAIK 
4910 BANDUNG 2019-07-14 08:33:16 13.24 0.1 15.77 16.63 66.748 405.57 248.027 0 0 0 12.83 0 23 59.2 0.15 4 13 BAIK 
4911 BANDUNG 2019-07-14 08:43:16 10.06 0.07 8.51 4.42 42.476 379.48 247.193 0 0 0 10.08 0 23.8 56.5 3.825 3 10 BAIK 
4912 BANDUNG 2019-07-14 08:53:16 10.59 0.09 12.53 6.38 47.785 393.61 246.504 0 0 0 8.94 0 23.5 57.6 3.825 5 9 BAIK 
4913 BANDUNG 2019-07-14 09:03:16 4.24 0.13 54.43 18.89 37.925 404.72 245.941 0 0 0 3.88 0 21.4 56.7 1.875 5 12 BAIK 
4914 BANDUNG 2019-07-14 09:13:17 15.2 0.12 18.82 12.41 43.613 405.83 245.599 0 0 0 8.48 0 23.9 57 3.3 3 8 BAIK 
4915 BANDUNG 2019-07-15 09:04:25 12.5 0.13 31.59 16.02 32.995 405.87 258.788 0 0 0 10.87 0 23 58.4 0.075 5 11 BAIK 
4916 BANDUNG 2019-07-15 09:13:16 6.78 0.13 18.82 12.26 39.821 386.45 258.28 0 0 0 4.2 0 24.4 60.4 4.95 7 8 BAIK 
4917 BANDUNG 2019-07-15 09:22:54 4.08 0.15 15.05 9.39 53.853 405.19 254.806 33.6 43.4 52.7 66.1 69.2 24.2 61 0 4 58 BAIK 
4918 BANDUNG 2019-07-15 09:30:55 4.08 0.17 6.95 11.05 45.13 384.97 254.6 32.5 40.8 50 61.5 62.7 24.2 61.8 0.675 5 56 BAIK 
4919 BANDUNG 2019-07-15 09:35:00 16.63 0.02 28.36 14.06 34.132 409.11 253.959 0 0 0 2.66 0 24.8 58.9 2.85 4 9 BAIK 
4920 BANDUNG 2019-07-15 09:43:16 4.4 0.12 13.79 9.85 38.683 408.62 253.941 0 0 0 3.39 0 24.3 61.2 0.15 5 6 BAIK 
4921 BANDUNG 2019-07-15 09:53:15 14.88 0.1 45.98 14.37 55.749 401.56 253.939 0 0 0 16.99 0 26.7 56.1 1.575 4 17 BAIK 
4922 BANDUNG 2019-07-15 10:03:15 12.34 0.12 20.44 10.9 35.649 393.37 253.853 0 0 0 8.49 0 25.7 57.6 0.9 3 8 BAIK 
4923 BANDUNG 2019-07-15 10:13:15 10.59 0.15 33.39 12.26 34.132 399.56 254.205 0 0 0 9.6 0 25.5 56.1 1.35 4 10 BAIK 
4924 BANDUNG 2019-07-15 10:23:15 15.36 0.01 28.36 12.41 31.478 380.87 254.417 0 0 0 10.49 0 26.1 55.8 0.9 7 10 BAIK 
4925 BANDUNG 2019-07-15 10:33:16 21.4 0.08 20.62 10.75 35.649 400.57 254.424 0 0 0 1.61 0 26.6 53.8 1.275 10 9 BAIK 
4926 BANDUNG 2019-07-15 10:43:15 12.5 0.05 24.4 7.43 28.064 389.56 254.345 0 0 0 13.32 0 27.5 54.1 1.8 8 13 BAIK 
4927 BANDUNG 2019-07-15 10:53:15 9.8 0.01 33.03 8.19 37.546 403.84 254.551 0 0 0 6.25 0 27.1 54.2 1.575 3 6 BAIK 
4928 BANDUNG 2019-07-15 11:03:15 0.42 0.12 5.1 8.94 32.615 401.73 254.425 0 0 0 1.97 0 27.6 53.8 0.3 2 6 BAIK 
4929 BANDUNG 2019-07-15 11:13:15 6.46 0.01 11.81 6.98 32.995 404.71 254.526 0 0 0 4.22 0 28.7 49.3 0 2 4 BAIK 
4930 BANDUNG 2019-07-15 11:23:15 0.05 0.05 13.43 10.3 15.928 402.5 254.318 0 0 0 6.81 0 28.2 50.6 1.8 13 7 BAIK 
4931 BANDUNG 2019-07-15 11:33:15 10.75 0.01 14.51 9.69 17.445 402.13 254.609 0 0 0 2.22 0 27.4 53.6 0 2 6 BAIK 
4932 BANDUNG 2019-07-15 11:43:15 4.24 0.02 29.26 23.86 24.272 388.9 254.453 0 0 0 1.66 0 27.1 53.5 1.875 5 15 BAIK 
4933 BANDUNG 2019-07-15 11:53:15 11.71 0.01 17.21 10.3 15.928 403.25 254.279 0 0 0 5.54 0 27.5 51.3 0 5 6 BAIK 
4934 BANDUNG 2019-07-15 12:03:15 12.5 0.01 12.35 0.1 46.647 403.66 254.008 0 0 0 4.57 0 28.7 47.8 0.075 7 5 BAIK 
4935 BANDUNG 2019-07-15 12:13:15 19.65 0.03 13.97 15.72 21.617 401.04 254.164 0 0 0 2.66 0 29.4 46.7 0.225 12 10 BAIK 
4936 BANDUNG 2019-07-15 12:23:14 9.64 0.02 20.08 10 17.066 387.07 254.76 0 0 0 1.29 0 29.9 45.1 0 8 6 BAIK 
4937 BANDUNG 2019-07-15 12:33:15 6.78 0.02 19.18 7.13 15.549 386.52 255.017 0 0 0 3.35 0 28.2 49.2 1.35 4 4 BAIK 
4938 BANDUNG 2019-07-15 12:43:15 7.89 0.1 7.13 6.68 23.134 391.42 254.613 0 0 0 1.43 0 27.9 50.4 0.45 9 4 BAIK 
4939 BANDUNG 2019-07-15 12:53:15 14.88 0.05 27.64 13.16 17.445 399.35 254.421 0 0 0 5.41 0 27.2 51.6 0 4 8 BAIK 
4940 BANDUNG 2019-07-15 13:03:15 6.62 0.01 24.4 5.78 38.683 395.58 254.244 0 0 0 10.04 0 29.2 47.5 0.3 4 10 BAIK 
4941 BANDUNG 2019-07-15 13:13:15 4.18 0.17 6.36 7.28 15.928 402.66 254.197 0 0 0 1.04 0 29 47.1 2.925 14 5 BAIK 
4942 BANDUNG 2019-07-15 13:23:15 9 0.12 22.96 12.26 18.962 392.34 254.124 0 0 0 3.46 0 28.8 48.6 5.625 11 8 BAIK 
4943 BANDUNG 2019-07-15 13:33:15 1.7 0.21 16.85 8.79 25.03 391.95 254.219 0 0 0 1.15 0 30.3 44.7 4.425 12 5 BAIK 
4944 BANDUNG 2019-07-15 13:43:15 5.19 0.12 14.15 12.56 25.41 391.5 254.241 0 0 0 0.72 0 29.8 45.1 2.025 12 8 BAIK 
4945 BANDUNG 2019-07-15 13:53:15 9 0.03 29.8 6.23 24.272 405.2 254.216 0 0 0 6.15 0 29.8 46.7 3.675 10 6 BAIK 
4946 BANDUNG 2019-07-15 14:03:15 16.79 0.2 11.45 5.63 27.685 396.14 254.042 0 0 0 10.55 0 29.6 45.7 0.375 12 11 BAIK 
4947 BANDUNG 2019-07-15 14:13:15 0.42 0.06 29.8 11.35 27.306 404.98 254.138 0 0 0 1.43 0 28.7 47.7 0.525 13 7 BAIK 
4948 BANDUNG 2019-07-15 14:23:15 4.08 0.17 28.9 11.65 18.204 395.39 254.089 0 0 0 12.3 0 29.9 46.3 2.325 12 12 BAIK 
4949 BANDUNG 2019-07-15 14:33:15 0.58 0.25 2.1 7.74 26.547 406.81 254.083 0 0 0 8.62 0 29.4 47.4 6.525 10 9 BAIK 
4950 BANDUNG 2019-07-15 14:43:15 15.63 0.18 26.02 10 22.376 394.53 253.946 0 0 0 1.67 0 29.1 48.9 0 12 7 BAIK 
4951 BANDUNG 2019-07-15 14:53:15 32.47 0.44 26.74 6.23 15.17 394.63 254.086 0 0 0 13.76 0 29.5 48.1 0 11 14 BAIK 
4952 BANDUNG 2019-07-15 15:03:15 46.98 0.1 39.33 8.64 115.671 399.78 254.051 0 0 0 3.93 0 28.8 51 1.125 12 20 BAIK 
